"@timestamp","owner.id","edge_media_preview_like.count","edge_media_to_comment.count","location.id","location.name","location.slug","taken_at_timestamp"
"Mar 14, 2020 @ 00:46:54.518",1098513252,"744,306","6,230",17326249,"Moscow, Russia","moscow-russia","1,578,473,098"
"Mar 14, 2020 @ 00:46:54.516",1098513252,"1,191,447","17,758",941843298,"Парк Горького",,"1,579,078,521"
"Mar 14, 2020 @ 00:46:54.515",1098513252,"839,349","8,472",941843298,"Парк Горького",,"1,579,427,601"
"Mar 14, 2020 @ 00:46:54.514",1098513252,"808,308","682,261",941843298,"Парк Горького",,"1,579,784,593"
"Mar 14, 2020 @ 00:46:54.511",1098513252,"528,496","4,418",893745838,"THE MOSCOW CITY","the-moscow-city","1,580,721,959"
"Mar 14, 2020 @ 00:46:54.510",1098513252,"1,096,792","13,730",941843298,"Парк Горького",,"1,580,896,313"
"Mar 14, 2020 @ 00:46:54.509",1098513252,"737,060","5,325",116963713011924,"ТРЦ ""Ривьера""",,"1,581,499,058"
"Mar 14, 2020 @ 00:46:54.507",1098513252,"563,681","3,509",941843298,"Парк Горького",,"1,582,191,666"
"Mar 14, 2020 @ 00:46:54.506",1098513252,"931,165","5,767",17326249,"Moscow, Russia","moscow-russia","1,582,704,757"
"Mar 14, 2020 @ 00:46:54.505",1098513252,"682,760","8,523",370072686,"Khabarovsk, Russia","khabarovsk-russia","1,582,793,827"
"Mar 14, 2020 @ 00:46:54.503",1098513252,"579,796","5,288",893745838,"THE MOSCOW CITY","the-moscow-city","1,583,657,488"
"Mar 14, 2020 @ 00:46:54.502",1098513252,"584,928","9,705",941843298,"Парк Горького",,"1,583,918,272"
"Mar 14, 2020 @ 00:46:53.812",22288455,"94,264",455,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,422,522,513"
"Mar 14, 2020 @ 00:46:53.811",22288455,"56,874",250,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,422,528,037"
"Mar 14, 2020 @ 00:46:53.806",22288455,"104,658",552,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,422,528,992"
"Mar 14, 2020 @ 00:46:53.805",22288455,"85,587",155,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,422,529,990"
"Mar 14, 2020 @ 00:46:53.802",22288455,"64,245",160,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,422,581,540"
"Mar 14, 2020 @ 00:46:53.801",22288455,"86,089",347,352592954,"The Mulia the Lounge","the-mulia-the-lounge","1,422,585,760"
"Mar 14, 2020 @ 00:46:53.799",22288455,"89,997",464,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,422,613,675"
"Mar 14, 2020 @ 00:46:53.798",22288455,"65,747",353,330572880,"Densapar, Bali Airport","densapar-bali-airport","1,422,623,812"
"Mar 14, 2020 @ 00:46:53.793",22288455,"86,872",371,291281399,"Aeroport Domodedovo DME Airport Moscow","aeroport-domodedovo-dme-airport-moscow","1,422,683,603"
"Mar 14, 2020 @ 00:46:53.792",22288455,"104,461",419,291281399,"Aeroport Domodedovo DME Airport Moscow","aeroport-domodedovo-dme-airport-moscow","1,422,686,986"
"Mar 14, 2020 @ 00:46:53.788",22288455,"96,582",750,217149397,"SIMPLE PLEASURES","simple-pleasures","1,422,740,226"
"Mar 14, 2020 @ 00:46:53.787",22288455,"81,779",281,294327155,"Бессоница",,"1,422,747,305"
"Mar 14, 2020 @ 00:46:53.784",22288455,"63,392",676,227519796,"Москва Сити",,"1,422,756,664"
"Mar 14, 2020 @ 00:46:53.771",22288455,"100,750",522,74481358,"ЖК ""Шуваловский""",,"1,422,896,097"
"Mar 14, 2020 @ 00:46:53.770",22288455,"75,344",339,10124365,"Парк Лосиный остров",,"1,422,957,802"
"Mar 14, 2020 @ 00:46:53.769",22288455,"58,086",378,218411237,"МЭО Управление ГИБДД Москвы",,"1,422,966,943"
"Mar 14, 2020 @ 00:46:53.768",22288455,"71,757",132,25965955,"Red Square","red-square","1,422,999,949"
"Mar 14, 2020 @ 00:46:53.757",22288455,"86,312",298,7098380,"ЖК ""Град Московский""",,"1,423,067,899"
"Mar 14, 2020 @ 00:46:53.750",22288455,"97,379",451,217027321,"Ostankino Tower","ostankino-tower","1,423,147,550"
"Mar 14, 2020 @ 00:46:53.748",22288455,"107,207",447,217027321,"Ostankino Tower","ostankino-tower","1,423,151,653"
"Mar 14, 2020 @ 00:46:53.741",22288455,"119,153",656,74481358,"ЖК ""Шуваловский""",,"1,423,185,723"
"Mar 14, 2020 @ 00:46:52.500",22288455,"48,222",195,1228611,"Снежное Шоу Славы Полунина",,"1,423,243,829"
"Mar 14, 2020 @ 00:46:52.499",22288455,"70,196",189,213168644,"Музыкальный Театр им Н.И.Сац",,"1,423,246,513"
"Mar 14, 2020 @ 00:46:52.496",22288455,"103,751",882,40800016,"Budda-Bar Moscow","budda-bar-moscow","1,423,257,875"
"Mar 14, 2020 @ 00:46:52.489",22288455,"86,208",237,437122502,"Доктор Живаго",,"1,423,331,456"
"Mar 14, 2020 @ 00:46:52.488",22288455,"72,102",200,437122502,"Доктор Живаго",,"1,423,337,040"
"Mar 14, 2020 @ 00:46:52.487",22288455,"79,970",435,419458546,"аллея Звёзд Российского Кинематографа",,"1,423,341,355"
"Mar 14, 2020 @ 00:46:52.485",22288455,"78,744",352,74481358,"ЖК ""Шуваловский""",,"1,423,381,033"
"Mar 14, 2020 @ 00:46:52.482",22288455,"80,535",396,421151107,"World Class Кунцево","world-class","1,423,384,930"
"Mar 14, 2020 @ 00:46:52.481",22288455,"42,296",340,421474087,"Рублёвские Огни",,"1,423,391,126"
"Mar 14, 2020 @ 00:46:52.479",22288455,"106,673",521,604016068,"Саморы Машела Дом 8",8,"1,423,399,192"
"Mar 14, 2020 @ 00:46:52.477",22288455,"127,320","1,003",16766399,Tinatin,tinatin,"1,423,415,630"
"Mar 14, 2020 @ 00:46:52.470",22288455,"73,308",454,7007078,"World Class Swimming Pool","world-class-swimming-pool","1,423,503,698"
"Mar 14, 2020 @ 00:46:52.466",22288455,"82,830",429,5121074,"Рублево-Успенское шоссе","-","1,423,573,694"
"Mar 14, 2020 @ 00:46:52.459",22288455,"96,166",267,4152849,"Внуково Vip ЗОЛД",vip,"1,423,655,186"
"Mar 14, 2020 @ 00:46:52.454",22288455,"73,809",219,611062,"Claridge’s",claridges,"1,423,686,778"
"Mar 14, 2020 @ 00:46:52.453",22288455,"87,961",231,611062,"Claridge’s",claridges,"1,423,687,023"
"Mar 14, 2020 @ 00:46:52.450",22288455,"71,078",433,215035306,"Claridge's",claridges,"1,423,708,568"
"Mar 14, 2020 @ 00:46:52.449",22288455,"104,765",182,488888,"Bentley's Oyster Bar & Grill","bentleys-oyster-bar-grill","1,423,708,825"
"Mar 14, 2020 @ 00:46:52.447",22288455,"83,282",216,488888,"Bentley's Oyster Bar & Grill","bentleys-oyster-bar-grill","1,423,709,130"
"Mar 14, 2020 @ 00:46:52.445",22288455,"71,164",198,10332231,Hublot,hublot,"1,423,709,320"
"Mar 14, 2020 @ 00:46:52.441",22288455,"72,477",168,218564583,"Queen Elizabeth II Conference Centre","queen-elizabeth-ii-conference-centre","1,423,758,985"
"Mar 14, 2020 @ 00:46:52.437",22288455,"87,256",588,74481358,"ЖК ""Шуваловский""",,"1,423,762,676"
"Mar 14, 2020 @ 00:46:52.433",22288455,"46,056",256,74481358,"ЖК ""Шуваловский""",,"1,423,779,131"
"Mar 14, 2020 @ 00:46:52.429",22288455,"70,421",513,217149397,"SIMPLE PLEASURES","simple-pleasures","1,423,857,409"
"Mar 14, 2020 @ 00:46:52.428",22288455,"62,384","1,291",74481358,"ЖК ""Шуваловский""",,"1,423,874,802"
"Mar 14, 2020 @ 00:46:51.235",22288455,"85,695",346,245828046,"Государственный музей изобразительных искусств имени А.С. Пушкина",,"1,423,904,457"
"Mar 14, 2020 @ 00:46:51.234",22288455,"71,985",210,405264147,"Red Mango Russia","red-mango-russia","1,423,905,704"
"Mar 14, 2020 @ 00:46:51.228",22288455,"97,917",326,74481358,"ЖК ""Шуваловский""",,"1,423,945,239"
"Mar 14, 2020 @ 00:46:51.218",22288455,"83,044",402,219302891,"RZD Arena","rzd-arena","1,424,024,075"
"Mar 14, 2020 @ 00:46:51.215",22288455,"91,146",630,525663994,"Боровское Шоссе",,"1,424,076,072"
"Mar 14, 2020 @ 00:46:51.212",22288455,"73,231",732,74481358,"ЖК ""Шуваловский""",,"1,424,090,118"
"Mar 14, 2020 @ 00:46:51.210",22288455,"123,809","1,489",5646105,"Место Дуэли М.Ю. Лермонтова",,"1,424,096,253"
"Mar 14, 2020 @ 00:46:51.209",22288455,"85,537",476,504074974,"Grand Hotel Домбай","grand-hotel","1,424,117,271"
"Mar 14, 2020 @ 00:46:51.189",22288455,"75,410","1,700",322704355,"Krasnaya Polyanna","krasnaya-polyanna","1,424,202,114"
"Mar 14, 2020 @ 00:46:51.186",22288455,"93,740",291,441370873,Elbrus,elbrus,"1,424,252,898"
"Mar 14, 2020 @ 00:46:51.177",22288455,"80,032",348,561217511,"Аэропорт Минеральные Воды VIP Lounge","vip-lounge","1,424,283,583"
"Mar 14, 2020 @ 00:46:51.175",22288455,"61,195",339,7530908,"ТРЦ ""Фестиваль""",,"1,424,368,061"
"Mar 14, 2020 @ 00:46:51.170",22288455,"82,621",391,51150223,"Электрозавод",,"1,424,430,277"
"Mar 14, 2020 @ 00:46:51.164",22288455,"70,894",631,4719346,"Дворец На Яузе",,"1,424,440,386"
"Mar 14, 2020 @ 00:46:51.162",22288455,"80,254",472,293768686,"Бойцовский клуб",,"1,424,481,249"
"Mar 14, 2020 @ 00:46:49.954",22288455,"83,226",194,225846954,"Город Жуковский",,"1,424,644,820"
"Mar 14, 2020 @ 00:46:49.953",22288455,"50,650",196,225846954,"Город Жуковский",,"1,424,650,124"
"Mar 14, 2020 @ 00:46:49.952",22288455,"65,233","1,572",74481358,"ЖК ""Шуваловский""",,"1,424,656,216"
"Mar 14, 2020 @ 00:46:49.943",22288455,"52,315",374,2931644,"White Rabbit Restaurant&Bar","white-rabbit-restaurantbar","1,424,800,733"
"Mar 14, 2020 @ 00:46:49.932",22288455,"95,636",251,7098380,"ЖК ""Град Московский""",,"1,424,954,423"
"Mar 14, 2020 @ 00:46:49.931",22288455,"65,785","1,178",216856748,"Prospekt Vernadskogo District","prospekt-vernadskogo-district","1,424,957,786"
"Mar 14, 2020 @ 00:46:49.929",22288455,"46,379",161,500436369,"Boconcept Новая Рига",boconcept,"1,424,972,946"
"Mar 14, 2020 @ 00:46:49.926",22288455,"76,807",257,500436369,"Boconcept Новая Рига",boconcept,"1,424,976,197"
"Mar 14, 2020 @ 00:46:49.925",22288455,"80,214",439,10124365,"Парк Лосиный остров",,"1,424,990,893"
"Mar 14, 2020 @ 00:46:49.909",22288455,"68,487",626,74481358,"ЖК ""Шуваловский""",,"1,425,248,538"
"Mar 14, 2020 @ 00:46:49.902",22288455,"75,917",387,74481358,"ЖК ""Шуваловский""",,"1,425,319,060"
"Mar 14, 2020 @ 00:46:49.899",22288455,"57,706",360,74481358,"ЖК ""Шуваловский""",,"1,425,327,770"
"Mar 14, 2020 @ 00:46:48.637",22288455,"82,388",554,74481358,"ЖК ""Шуваловский""",,"1,425,462,477"
"Mar 14, 2020 @ 00:46:48.633",22288455,"74,480",416,7098380,"ЖК ""Град Московский""",,"1,425,557,138"
"Mar 14, 2020 @ 00:46:48.626",22288455,"99,919",575,13339964,"Ru.Tv",rutv,"1,425,665,297"
"Mar 14, 2020 @ 00:46:48.625",22288455,"97,798",671,13339964,"Ru.Tv",rutv,"1,425,666,508"
"Mar 14, 2020 @ 00:46:48.613",22288455,"97,639",682,518740,"The Ritz-Carlton, Moscow","the-ritz-carlton-moscow","1,425,785,077"
"Mar 14, 2020 @ 00:46:48.612",22288455,"123,053","1,165",518740,"The Ritz-Carlton, Moscow","the-ritz-carlton-moscow","1,425,797,878"
"Mar 14, 2020 @ 00:46:48.611",22288455,"75,384","1,153",518740,"The Ritz-Carlton, Moscow","the-ritz-carlton-moscow","1,425,809,835"
"Mar 14, 2020 @ 00:46:48.599",22288455,"74,976",252,16766399,Tinatin,tinatin,"1,425,836,517"
"Mar 14, 2020 @ 00:46:48.598",22288455,"52,945",204,16766399,Tinatin,tinatin,"1,425,840,065"
"Mar 14, 2020 @ 00:46:48.594",22288455,"88,468",283,221165772,"Москва - река","-","1,425,842,672"
"Mar 14, 2020 @ 00:46:48.592",22288455,"83,817",295,74481358,"ЖК ""Шуваловский""",,"1,425,845,314"
"Mar 14, 2020 @ 00:46:48.581",22288455,"122,666","1,326",215895882,"Космик @Европейский",,"1,425,921,264"
"Mar 14, 2020 @ 00:46:48.578",22288455,"63,026",442,498683122,Moszkva,moszkva,"1,425,928,726"
"Mar 14, 2020 @ 00:46:47.234",22288455,"69,429",400,468135564,"Центр аюрведы и йоги «Керала»",,"1,426,106,993"
"Mar 14, 2020 @ 00:46:47.211",22288455,"60,119",888,261432714,"Poklonnaya Hill","poklonnaya-hill","1,426,366,240"
"Mar 14, 2020 @ 00:46:47.210",22288455,"100,636",691,74481358,"ЖК ""Шуваловский""",,"1,426,375,993"
"Mar 14, 2020 @ 00:46:47.200",22288455,"89,795",443,7007078,"World Class Swimming Pool","world-class-swimming-pool","1,426,530,749"
"Mar 14, 2020 @ 00:46:47.198",22288455,"82,934",604,213717204,"Турандот / Turandot",turandot,"1,426,535,008"
"Mar 14, 2020 @ 00:46:47.196",22288455,"69,443","1,183",280379,"Мещанский Загс",,"1,426,685,954"
"Mar 14, 2020 @ 00:46:47.191",22288455,"117,519",533,291378660,"Нежинский Ковчег",,"1,426,706,630"
"Mar 14, 2020 @ 00:46:47.189",22288455,"120,147",850,25457385,"Grammy's",grammys,"1,426,712,258"
"Mar 14, 2020 @ 00:46:47.187",22288455,"114,612",694,25457385,"Grammy's",grammys,"1,426,716,301"
"Mar 14, 2020 @ 00:46:47.185",22288455,"101,267",281,261432714,"Poklonnaya Hill","poklonnaya-hill","1,426,724,596"
"Mar 14, 2020 @ 00:46:45.970",22288455,"91,935",427,236408,"Эларджи",,"1,426,790,101"
"Mar 14, 2020 @ 00:46:45.966",22288455,"151,112",938,214430044,"Формула Кино (ТЦ ""Фестиваль"")",,"1,426,870,298"
"Mar 14, 2020 @ 00:46:45.961",22288455,"117,310",975,219321117,"Arena Khimki","arena-khimki","1,426,955,154"
"Mar 14, 2020 @ 00:46:45.960",22288455,"101,607",442,214375305,"Химки, Парк Толстого.",,"1,426,961,215"
"Mar 14, 2020 @ 00:46:45.956",22288455,"76,982",632,43745670,"Imperia Tower","imperia-tower","1,426,981,476"
"Mar 14, 2020 @ 00:46:45.955",22288455,"103,125",639,74481358,"ЖК ""Шуваловский""",,"1,426,994,525"
"Mar 14, 2020 @ 00:46:45.952",22288455,"127,552",878,1213301,"Киноплов",,"1,427,025,561"
"Mar 14, 2020 @ 00:46:45.950",22288455,"97,754","1,288",430279260,"Воробьёвы Горы",,"1,427,048,133"
"Mar 14, 2020 @ 00:46:45.947",22288455,"115,597",603,74481358,"ЖК ""Шуваловский""",,"1,427,058,554"
"Mar 14, 2020 @ 00:46:45.945",22288455,"141,761","2,175",404833428,"Ресторан ""Шарабара""",,"1,427,105,593"
"Mar 14, 2020 @ 00:46:45.941",22288455,"72,689","1,150",7007078,"World Class Swimming Pool","world-class-swimming-pool","1,427,122,937"
"Mar 14, 2020 @ 00:46:45.940",22288455,"90,171",288,213989664,"Babushkinsky District, Moscow","babushkinsky-district-moscow","1,427,143,555"
"Mar 14, 2020 @ 00:46:45.939",22288455,"110,994","2,269",5502536,"пруд с утками на Мичуринском",,"1,427,216,690"
"Mar 14, 2020 @ 00:46:45.936",22288455,"118,892",621,74481358,"ЖК ""Шуваловский""",,"1,427,230,035"
"Mar 14, 2020 @ 00:46:45.932",22288455,"77,072",381,409201185,"Red Square","red-square","1,427,282,469"
"Mar 14, 2020 @ 00:46:45.930",22288455,"93,516",324,409201185,"Red Square","red-square","1,427,287,602"
"Mar 14, 2020 @ 00:46:45.928",22288455,"91,400",984,74481358,"ЖК ""Шуваловский""",,"1,427,364,475"
"Mar 14, 2020 @ 00:46:45.926",22288455,"102,985",223,218480119,"Палаты Бояр Романовых. Варварка, 10",10,"1,427,377,099"
"Mar 14, 2020 @ 00:46:45.924",22288455,"119,486","1,697",217902418,"Gorky Park (Moscow)","gorky-park-moscow","1,427,386,266"
"Mar 14, 2020 @ 00:46:45.923",22288455,"96,176",388,300929,"Парк 50-летия Октября","50-","1,427,387,839"
"Mar 14, 2020 @ 00:46:45.922",22288455,"140,310",544,1213301,"Киноплов",,"1,427,399,512"
"Mar 14, 2020 @ 00:46:45.920",22288455,"141,173",675,284484210,"Марк Клуб",,"1,427,399,973"
"Mar 14, 2020 @ 00:46:45.915",22288455,"140,590",741,74481358,"ЖК ""Шуваловский""",,"1,427,417,144"
"Mar 14, 2020 @ 00:46:45.914",22288455,"104,874",459,577005777,"Vip Lounge Sheremetyevo D Moscow","vip-lounge-sheremetyevo-d-moscow","1,427,456,689"
"Mar 14, 2020 @ 00:46:45.913",22288455,"103,202",474,17744717,"VIP-зал Шереметьево","vip-","1,427,458,830"
"Mar 14, 2020 @ 00:46:45.912",22288455,"114,154",611,240452276000881,"Международный аэропорт Шереметьево",,"1,427,475,661"
"Mar 14, 2020 @ 00:46:45.910",22288455,"95,357",565,501828390,"Hyatt Hotel Ekaterinburg","hyatt-hotel-ekaterinburg","1,427,488,690"
"Mar 14, 2020 @ 00:46:45.907",22288455,"99,851",252,501828390,"Hyatt Hotel Ekaterinburg","hyatt-hotel-ekaterinburg","1,427,520,977"
"Mar 14, 2020 @ 00:46:45.905",22288455,"73,857",834,222630347,"Koltsovo Airport","koltsovo-airport","1,427,523,916"
"Mar 14, 2020 @ 00:46:45.903",22288455,"110,140",647,112986072083704,"Yekaterinburg-City","yekaterinburg-city","1,427,534,472"
"Mar 14, 2020 @ 00:46:44.648",22288455,"148,586",691,407929794,"АФИМОЛЛ Сити/ AFIMALL City","afimall-city","1,427,654,008"
"Mar 14, 2020 @ 00:46:44.644",22288455,"176,183","1,006",60293141,"Loft 19.0.5","loft-1905","1,427,718,283"
"Mar 14, 2020 @ 00:46:44.642",22288455,"120,241",344,60293141,"Loft 19.0.5","loft-1905","1,427,719,428"
"Mar 14, 2020 @ 00:46:44.638",22288455,"125,935",819,221165772,"Москва - река","-","1,427,731,255"
"Mar 14, 2020 @ 00:46:44.636",22288455,"135,385",912,265833021,"ДЕ МАРКО",,"1,427,744,801"
"Mar 14, 2020 @ 00:46:44.634",22288455,"80,423",351,213989664,"Babushkinsky District, Moscow","babushkinsky-district-moscow","1,427,797,137"
"Mar 14, 2020 @ 00:46:44.633",22288455,"149,322",946,221693059,"Мичуринский Проспект",,"1,427,805,726"
"Mar 14, 2020 @ 00:46:44.632",22288455,"79,016",510,287128783,"Швейцарский институт красоты Beauty Of Lake","beauty-of-lake","1,427,812,098"
"Mar 14, 2020 @ 00:46:44.630",22288455,"151,726",939,74481358,"ЖК ""Шуваловский""",,"1,427,828,768"
"Mar 14, 2020 @ 00:46:44.622",22288455,"104,152",870,74481358,"ЖК ""Шуваловский""",,"1,427,834,260"
"Mar 14, 2020 @ 00:46:44.620",22288455,"130,618","1,204",467580985,"Golden Palace","golden-palace","1,427,914,510"
"Mar 14, 2020 @ 00:46:44.617",22288455,"114,523",683,655489612,"Simple Pleasure","simple-pleasure","1,427,921,573"
"Mar 14, 2020 @ 00:46:44.616",22288455,"104,561","1,031",497500624,"Moscow City Towers","moscow-city-towers","1,427,926,878"
"Mar 14, 2020 @ 00:46:44.614",22288455,"84,734",477,429897923,"Vnukovo International Airport","vnukovo-international-airport","1,427,984,414"
"Mar 14, 2020 @ 00:46:44.613",22288455,"98,952",584,215650927,"Apollo Studios","apollo-studios","1,427,987,813"
"Mar 14, 2020 @ 00:46:44.611",22288455,"102,453",521,409201185,"Red Square","red-square","1,428,077,087"
"Mar 14, 2020 @ 00:46:44.611",22288455,"113,953",859,74481358,"ЖК ""Шуваловский""",,"1,427,997,994"
"Mar 14, 2020 @ 00:46:44.608",22288455,"90,979",777,74481358,"ЖК ""Шуваловский""",,"1,428,090,104"
"Mar 14, 2020 @ 00:46:44.606",22288455,"99,485",768,74481358,"ЖК ""Шуваловский""",,"1,428,096,737"
"Mar 14, 2020 @ 00:46:44.599",22288455,"97,344",776,74481358,"ЖК ""Шуваловский""",,"1,428,175,928"
"Mar 14, 2020 @ 00:46:44.596",22288455,"108,953",645,12189811,"Ломоносовский проспект",,"1,428,250,103"
"Mar 14, 2020 @ 00:46:44.595",22288455,"102,193","1,004",409201185,"Red Square","red-square","1,428,262,559"
"Mar 14, 2020 @ 00:46:44.594",22288455,"114,206",679,409201185,"Red Square","red-square","1,428,263,456"
"Mar 14, 2020 @ 00:46:44.588",22288455,"97,794",617,213609641,"Vremena Goda Moscow","vremena-goda-moscow","1,428,339,431"
"Mar 14, 2020 @ 00:46:44.581",22288455,"84,352","2,020",422911463,"Ломоносовский Пр-т","-","1,428,433,151"
"Mar 14, 2020 @ 00:46:44.576",22288455,"89,104",450,10442575,"Мастерская Загара ""Африка""",,"1,428,512,748"
"Mar 14, 2020 @ 00:46:43.259",22288455,"94,265",571,222165182,"Ленинский Проспект 99",99,"1,428,593,466"
"Mar 14, 2020 @ 00:46:43.250",22288455,"134,613",919,422911463,"Ломоносовский Пр-т","-","1,428,696,812"
"Mar 14, 2020 @ 00:46:43.246",22288455,"83,822",537,74481358,"ЖК ""Шуваловский""",,"1,428,742,703"
"Mar 14, 2020 @ 00:46:43.239",22288455,"122,801","1,780",215709559,"Donskoy Monastery","donskoy-monastery","1,428,792,125"
"Mar 14, 2020 @ 00:46:43.238",22288455,"93,433",495,25965955,"Red Square","red-square","1,428,857,882"
"Mar 14, 2020 @ 00:46:43.234",22288455,"93,828",397,497092228,"Tretyakovsky Proyezd","tretyakovsky-proyezd","1,428,910,097"
"Mar 14, 2020 @ 00:46:43.226",22288455,"111,641",577,74481358,"ЖК ""Шуваловский""",,"1,429,119,925"
"Mar 14, 2020 @ 00:46:43.223",22288455,"69,568","1,065",422911463,"Ломоносовский Пр-т","-","1,429,127,252"
"Mar 14, 2020 @ 00:46:43.219",22288455,"91,884",500,322156579,"Mr. Lee","mr-lee","1,429,210,408"
"Mar 14, 2020 @ 00:46:43.216",22288455,"127,440",551,228423866,"Moscow Zoo","moscow-zoo","1,429,367,733"
"Mar 14, 2020 @ 00:46:43.215",22288455,"81,855",157,228423866,"Moscow Zoo","moscow-zoo","1,429,373,740"
"Mar 14, 2020 @ 00:46:43.207",22288455,"108,355",519,8231347,"Центральный Детский Мир",,"1,429,435,875"
"Mar 14, 2020 @ 00:46:43.205",22288455,"89,448",453,497191116,"Business Lounge In Sheremetyevo Airport Terminal F","business-lounge-in-sheremetyevo-airport-terminal-f","1,429,455,671"
"Mar 14, 2020 @ 00:46:43.204",22288455,"90,286",486,802868,"Savoey Seafood","savoey-seafood","1,429,545,771"
"Mar 14, 2020 @ 00:46:43.202",22288455,"121,379",745,214999130,"Patong Beach AT Phuket","patong-beach-at-phuket","1,429,552,788"
"Mar 14, 2020 @ 00:46:43.201",22288455,"110,522",416,74481358,"ЖК ""Шуваловский""",,"1,429,599,800"
"Mar 14, 2020 @ 00:46:43.200",22288455,"145,347",714,214432318,"Phuket Patong","phuket-patong","1,429,614,410"
"Mar 14, 2020 @ 00:46:43.199",22288455,"112,062",470,302869342,"Go Vacation Thailand","go-vacation-thailand","1,429,624,383"
"Mar 14, 2020 @ 00:46:43.197",22288455,"95,269",278,74481358,"ЖК ""Шуваловский""",,"1,429,625,608"
"Mar 14, 2020 @ 00:46:43.193",22288455,"105,037",453,274085141,"Le MERIDIEN Phuket Beach Resort","le-meridien-phuket-beach-resort","1,429,690,616"
"Mar 14, 2020 @ 00:46:43.190",22288455,"37,117",235,214432318,"Phuket Patong","phuket-patong","1,429,698,144"
"Mar 14, 2020 @ 00:46:43.187",22288455,"82,394",955,274085141,"Le MERIDIEN Phuket Beach Resort","le-meridien-phuket-beach-resort","1,429,784,435"
"Mar 14, 2020 @ 00:46:41.961",22288455,"69,196",352,802868,"Savoey Seafood","savoey-seafood","1,429,805,143"
"Mar 14, 2020 @ 00:46:41.954",22288455,"91,889",745,274085141,"Le MERIDIEN Phuket Beach Resort","le-meridien-phuket-beach-resort","1,429,865,799"
"Mar 14, 2020 @ 00:46:41.952",22288455,"94,918",364,274085141,"Le MERIDIEN Phuket Beach Resort","le-meridien-phuket-beach-resort","1,429,945,383"
"Mar 14, 2020 @ 00:46:41.948",22288455,"90,792",578,214432318,"Phuket Patong","phuket-patong","1,429,955,570"
"Mar 14, 2020 @ 00:46:41.944",22288455,"104,011",419,246255462,"Front Off Road Big Buddha","front-off-road-big-buddha","1,430,045,631"
"Mar 14, 2020 @ 00:46:41.932",22288455,"39,544",343,296583316,"Patong Boxing Gym","patong-boxing-gym","1,430,195,685"
"Mar 14, 2020 @ 00:46:41.930",22288455,"89,705",312,213634987,"Phuket (city)","phuket-city","1,430,217,614"
"Mar 14, 2020 @ 00:46:41.919",22288455,"87,687",346,423617568,"Фотостудия Счастье",,"1,430,337,587"
"Mar 14, 2020 @ 00:46:41.918",22288455,"81,596",462,405206175,"Все твои друзья / Бар",,"1,430,404,716"
"Mar 14, 2020 @ 00:46:41.914",22288455,"87,497",158,215038368,"Большой цирк на Вернадского",,"1,430,481,725"
"Mar 14, 2020 @ 00:46:41.913",22288455,"56,500",169,227561313,"The Great Moscow State Circus","the-great-moscow-state-circus","1,430,487,735"
"Mar 14, 2020 @ 00:46:41.909",22288455,"89,162",390,74481358,"ЖК ""Шуваловский""",,"1,430,504,982"
"Mar 14, 2020 @ 00:46:41.908",22288455,"75,107",335,74481358,"ЖК ""Шуваловский""",,"1,430,507,923"
"Mar 14, 2020 @ 00:46:41.905",22288455,"40,586",158,13769520,"Жуковка",,"1,430,567,576"
"Mar 14, 2020 @ 00:46:41.902",22288455,"113,786",419,269197500,Rublyovka,rublyovka,"1,430,575,864"
"Mar 14, 2020 @ 00:46:41.901",22288455,"81,085",248,13769520,"Жуковка",,"1,430,582,581"
"Mar 14, 2020 @ 00:46:40.646",22288455,"78,155",348,213131136,"Севастопольский Проспект",,"1,431,079,458"
"Mar 14, 2020 @ 00:46:40.642",22288455,"94,378",184,74481358,"ЖК ""Шуваловский""",,"1,431,166,234"
"Mar 14, 2020 @ 00:46:40.639",22288455,"90,792",424,74481358,"ЖК ""Шуваловский""",,"1,431,198,142"
"Mar 14, 2020 @ 00:46:40.636",22288455,"82,422",579,43117898,"Шуваловский Корпус Мгу",,"1,431,255,576"
"Mar 14, 2020 @ 00:46:40.634",22288455,"92,846",340,405798157,"Яблоневый Сад,коньково",,"1,431,272,163"
"Mar 14, 2020 @ 00:46:40.632",22288455,"99,396",470,8896,"Шуваловский",,"1,431,288,349"
"Mar 14, 2020 @ 00:46:40.630",22288455,"92,274",346,264180646,"Novo-Peredelkino District","novo-peredelkino-district","1,431,348,379"
"Mar 14, 2020 @ 00:46:40.629",22288455,"73,179",884,406224800,"Парк Победы на Поклонной горе",,"1,431,356,965"
"Mar 14, 2020 @ 00:46:40.626",22288455,"54,288",319,513040561,"Батутный парк НЕБО",,"1,431,428,361"
"Mar 14, 2020 @ 00:46:40.624",22288455,"90,744",500,504652921,"Troitsky Administrative Okrug","troitsky-administrative-okrug","1,431,447,179"
